name,stars,age_in_years,releases,primary_language,url
etsy/AndroidStaggeredGrid,4749,11.27,7,Java,https://github.com/etsy/AndroidStaggeredGrid
google/cameraview,4742,8.62,0,Java,https://github.com/google/cameraview
fuzhengwei/small-spring,4739,3.84,0,Java,https://github.com/fuzhengwei/small-spring
nisrulz/android-tips-tricks,4734,8.56,0,Java,https://github.com/nisrulz/android-tips-tricks
ronmamo/reflections,4734,11.92,3,Java,https://github.com/ronmamo/reflections
kyleduo/SwitchButton,4731,10.53,0,Java,https://github.com/kyleduo/SwitchButton
Suwayomi/Suwayomi-Server,4726,4.23,56,Java,https://github.com/Suwayomi/Suwayomi-Server
tuguangquan/mybatis,4722,10.38,0,Java,https://github.com/tuguangquan/mybatis
hongyangAndroid/baseAdapter,4721,9.63,0,Java,https://github.com/hongyangAndroid/baseAdapter
hneemann/Digital,4717,8.72,35,Java,https://github.com/hneemann/Digital
javastacks/spring-boot-best-practice,4708,6.36,0,Java,https://github.com/javastacks/spring-boot-best-practice
hansonwang99/Spring-Boot-In-Action,4705,6.14,0,Java,https://github.com/hansonwang99/Spring-Boot-In-Action
jgilfelt/chuck,4699,8.11,5,Java,https://github.com/jgilfelt/chuck
spring-attic/spring-security-oauth,4694,13.65,0,Java,https://github.com/spring-attic/spring-security-oauth
mock-server/mockserver,4691,12.06,0,Java,https://github.com/mock-server/mockserver
pardom-zz/ActiveAndroid,4690,12.34,0,Java,https://github.com/pardom-zz/ActiveAndroid
wdullaer/MaterialDateTimePicker,4666,10.21,54,Java,https://github.com/wdullaer/MaterialDateTimePicker
firebase/FirebaseUI-Android,4666,9.69,65,Java,https://github.com/firebase/FirebaseUI-Android
gabrielemariotti/cardslib,4650,11.49,27,Java,https://github.com/gabrielemariotti/cardslib
romandanylyk/PageIndicatorView,4640,8.58,14,Java,https://github.com/romandanylyk/PageIndicatorView
zq2599/blog_demos,4633,7.94,0,Java,https://github.com/zq2599/blog_demos
zlt2000/microservices-platform,4632,6.03,30,Java,https://github.com/zlt2000/microservices-platform
SPLWare/esProc,4627,3.35,0,Java,https://github.com/SPLWare/esProc
spring-cloud/spring-cloud-gateway,4612,8.33,23,Java,https://github.com/spring-cloud/spring-cloud-gateway
cjlin1/libsvm,4610,11.52,0,Java,https://github.com/cjlin1/libsvm
SplashCodes/JAViewer,4609,8.83,10,Java,https://github.com/SplashCodes/JAViewer
Heeexy/SpringBoot-Shiro-Vue,4602,7.33,0,Java,https://github.com/Heeexy/SpringBoot-Shiro-Vue
Netflix/ribbon,4595,12.18,41,Java,https://github.com/Netflix/ribbon
apache/rocketmq-externals,4590,8.01,0,Java,https://github.com/apache/rocketmq-externals
stleary/JSON-java,4586,14.24,23,Java,https://github.com/stleary/JSON-java
yasserg/crawler4j,4580,13.22,3,Java,https://github.com/yasserg/crawler4j
Sayi/poi-tl,4576,10.00,14,Java,https://github.com/Sayi/poi-tl
chentao0707/SimplifyReader,4576,9.59,0,Java,https://github.com/chentao0707/SimplifyReader
puniverse/quasar,4567,11.98,18,Java,https://github.com/puniverse/quasar
saysky/ForestBlog,4565,7.44,0,Java,https://github.com/saysky/ForestBlog
javagrowing/JGrowing,4565,6.06,0,Java,https://github.com/javagrowing/JGrowing
bytedeco/javacpp,4560,10.91,12,Java,https://github.com/bytedeco/javacpp
micrometer-metrics/micrometer,4559,7.94,255,Java,https://github.com/micrometer-metrics/micrometer
dunwu/db-tutorial,4558,7.61,0,Java,https://github.com/dunwu/db-tutorial
danielzeller/Depth-LIB-Android-,4557,8.89,0,Java,https://github.com/danielzeller/Depth-LIB-Android-
zhanghai/Douya,4557,9.13,11,Java,https://github.com/zhanghai/Douya
square/sqlbrite,4556,10.08,9,Java,https://github.com/square/sqlbrite
go-lang-plugin-org/go-lang-idea-plugin,4555,14.56,21,Java,https://github.com/go-lang-plugin-org/go-lang-idea-plugin
AutoMQ/automq,4546,1.58,56,Java,https://github.com/AutoMQ/automq
jdamcd/android-crop,4538,11.02,6,Java,https://github.com/jdamcd/android-crop
apache/maven,4534,15.83,23,Java,https://github.com/apache/maven
981011512/--,4525,4.75,0,Java,https://github.com/981011512/--
RedSpider1/concurrent,4524,6.37,0,Java,https://github.com/RedSpider1/concurrent
alibaba/dexposed,4524,9.72,0,Java,https://github.com/alibaba/dexposed
Flipboard/bottomsheet,4522,9.91,10,Java,https://github.com/Flipboard/bottomsheet
CalebFenton/simplify,4516,11.17,9,Java,https://github.com/CalebFenton/simplify
castorflex/SmoothProgressBar,4514,11.31,9,Java,https://github.com/castorflex/SmoothProgressBar
Docile-Alligator/Infinity-For-Reddit,4513,6.65,173,Java,https://github.com/Docile-Alligator/Infinity-For-Reddit
chewiebug/GCViewer,4511,13.41,5,Java,https://github.com/chewiebug/GCViewer
nextcloud/android,4498,8.78,244,Java,https://github.com/nextcloud/android
JZ-Darkal/AndroidHttpCapture,4491,8.42,1,Java,https://github.com/JZ-Darkal/AndroidHttpCapture
HotBitmapGG/bilibili-android-client,4491,8.80,1,Java,https://github.com/HotBitmapGG/bilibili-android-client
azkaban/azkaban,4490,12.42,48,Java,https://github.com/azkaban/azkaban
phishman3579/java-algorithms-implementation,4487,11.33,0,Java,https://github.com/phishman3579/java-algorithms-implementation
JakeWharton/NineOldAndroids,4480,13.28,0,Java,https://github.com/JakeWharton/NineOldAndroids
objectbox/objectbox-java,4480,8.15,46,Java,https://github.com/objectbox/objectbox-java
allure-framework/allure2,4476,8.81,76,Java,https://github.com/allure-framework/allure2
oracle/opengrok,4474,12.20,285,Java,https://github.com/oracle/opengrok
hussien89aa/AndroidTutorialForBeginners,4469,8.48,0,Java,https://github.com/hussien89aa/AndroidTutorialForBeginners
tiann/epic,4463,7.82,5,Java,https://github.com/tiann/epic
janishar/android-mvp-architecture,4444,8.14,0,Java,https://github.com/janishar/android-mvp-architecture
square/android-times-square,4438,12.13,0,Java,https://github.com/square/android-times-square
Meituan-Dianping/Robust,4436,8.01,13,Java,https://github.com/Meituan-Dianping/Robust
discord-jda/JDA,4436,9.27,99,Java,https://github.com/discord-jda/JDA
Tencent/GT,4407,9.18,3,Java,https://github.com/Tencent/GT
airbnb/DeepLinkDispatch,4397,9.77,24,Java,https://github.com/airbnb/DeepLinkDispatch
dreamhead/moco,4391,12.42,1,Java,https://github.com/dreamhead/moco
ant-media/Ant-Media-Server,4389,8.05,62,Java,https://github.com/ant-media/Ant-Media-Server
robinhood/ticker,4385,8.67,9,Java,https://github.com/robinhood/ticker
rememberber/WePush,4376,7.74,58,Java,https://github.com/rememberber/WePush
deepjavalibrary/djl,4373,5.38,33,Java,https://github.com/deepjavalibrary/djl
Ashok-Varma/BottomNavigation,4367,9.00,16,Java,https://github.com/Ashok-Varma/BottomNavigation
apache/shiro,4360,15.56,11,Java,https://github.com/apache/shiro
awangdev/leet-code,4357,9.90,0,Java,https://github.com/awangdev/leet-code
angryip/ipscan,4356,13.73,30,Java,https://github.com/angryip/ipscan
water8394/flink-recommandSystem-demo,4352,5.84,0,Java,https://github.com/water8394/flink-recommandSystem-demo
charles2gan/GDA-android-reversing-Tool,4346,7.38,40,Java,https://github.com/charles2gan/GDA-android-reversing-Tool
Freeyourgadget/Gadgetbridge,4313,10.20,0,Java,https://github.com/Freeyourgadget/Gadgetbridge
bingoogolapple/BGARefreshLayout-Android,4310,9.81,4,Java,https://github.com/bingoogolapple/BGARefreshLayout-Android
h2database/h2database,4307,9.94,23,Java,https://github.com/h2database/h2database
jeasonlzy/ImagePicker,4301,9.14,5,Java,https://github.com/jeasonlzy/ImagePicker
pytorch/serve,4300,5.46,24,Java,https://github.com/pytorch/serve
jacoco/jacoco,4297,12.70,48,Java,https://github.com/jacoco/jacoco
mcxiaoke/android-volley,4290,11.83,0,Java,https://github.com/mcxiaoke/android-volley
eirslett/frontend-maven-plugin,4285,11.55,0,Java,https://github.com/eirslett/frontend-maven-plugin
aporter/coursera-android,4277,11.20,0,Java,https://github.com/aporter/coursera-android
grantland/android-autofittextview,4269,14.10,1,Java,https://github.com/grantland/android-autofittextview
ongakuer/CircleIndicator,4268,10.64,7,Java,https://github.com/ongakuer/CircleIndicator
brianway/java-learning,4265,9.11,0,Java,https://github.com/brianway/java-learning
IoT-Technology/IoT-Technical-Guide,4260,5.96,0,Java,https://github.com/IoT-Technology/IoT-Technical-Guide
bjmashibing/InternetArchitect,4255,5.41,0,Java,https://github.com/bjmashibing/InternetArchitect
dromara/dynamic-tp,4253,3.19,17,Java,https://github.com/dromara/dynamic-tp
dragonwell-project/dragonwell8,4251,6.03,38,Java,https://github.com/dragonwell-project/dragonwell8
ThirtyDegreesRay/OpenHub,4251,7.69,31,Java,https://github.com/ThirtyDegreesRay/OpenHub
linhaojun857/aurora,4240,2.58,0,Java,https://github.com/linhaojun857/aurora
flutter-webrtc/flutter-webrtc,4235,7.03,122,Java,https://github.com/flutter-webrtc/flutter-webrtc
failsafe-lib/failsafe,4232,9.72,0,Java,https://github.com/failsafe-lib/failsafe
zongzibinbin/MallChat,4224,2.00,0,Java,https://github.com/zongzibinbin/MallChat
ChadCSong/ShineButton,4220,8.70,2,Java,https://github.com/ChadCSong/ShineButton
spring-projects/spring-ai,4218,1.72,0,Java,https://github.com/spring-projects/spring-ai
codingapi/tx-lcn,4208,7.35,14,Java,https://github.com/codingapi/tx-lcn
crate/crate,4194,11.94,127,Java,https://github.com/crate/crate
hugeterry/CoordinatorTabLayout,4192,8.14,0,Java,https://github.com/hugeterry/CoordinatorTabLayout
jitsi/jitsi,4188,11.90,7,Java,https://github.com/jitsi/jitsi
yhaolpz/FloatWindow,4188,7.34,9,Java,https://github.com/yhaolpz/FloatWindow
camunda/camunda-bpm-platform,4187,12.21,0,Java,https://github.com/camunda/camunda-bpm-platform
Jacksgong/JKeyboardPanelSwitch,4186,9.72,14,Java,https://github.com/Jacksgong/JKeyboardPanelSwitch
mybatis/spring-boot-starter,4183,9.48,31,Java,https://github.com/mybatis/spring-boot-starter
powermock/powermock,4181,10.81,16,Java,https://github.com/powermock/powermock
oddfar/campus-imaotai,4178,1.69,11,Java,https://github.com/oddfar/campus-imaotai
zhkl0228/unidbg,4176,6.06,15,Java,https://github.com/zhkl0228/unidbg
bingoogolapple/BGABanner-Android,4172,10.40,0,Java,https://github.com/bingoogolapple/BGABanner-Android
jboss-javassist/javassist,4169,11.82,24,Java,https://github.com/jboss-javassist/javassist
google/open-location-code,4168,10.47,5,Java,https://github.com/google/open-location-code
aws/aws-sdk-java,4148,14.99,0,Java,https://github.com/aws/aws-sdk-java
pedrovgs/AndroidWiFiADB,4146,9.42,8,Java,https://github.com/pedrovgs/AndroidWiFiADB
jlegewie/zotfile,4141,13.22,33,Java,https://github.com/jlegewie/zotfile
microsoft/malmo,4136,8.84,21,Java,https://github.com/microsoft/malmo
gsantner/markor,4131,7.56,76,Java,https://github.com/gsantner/markor
dromara/hmily,4122,7.47,0,Java,https://github.com/dromara/hmily
alibaba/Tangram-Android,4114,7.97,38,Java,https://github.com/alibaba/Tangram-Android
Snailclimb/guide-rpc-framework,4113,4.85,0,Java,https://github.com/Snailclimb/guide-rpc-framework
dinuscxj/LoadingDrawable,4112,8.92,0,Java,https://github.com/dinuscxj/LoadingDrawable
zendesk/maxwell,4094,10.10,213,Java,https://github.com/zendesk/maxwell
Manabu-GT/ExpandableTextView,4089,10.84,4,Java,https://github.com/Manabu-GT/ExpandableTextView
fast-excel/fastexcel,4082,0.45,3,Java,https://github.com/fast-excel/fastexcel
code4craft/tiny-spring,4067,11.19,0,Java,https://github.com/code4craft/tiny-spring
nining377/dolby_beta,4067,4.83,37,Java,https://github.com/nining377/dolby_beta
rubensousa/ViewPagerCards,4067,8.58,0,Java,https://github.com/rubensousa/ViewPagerCards
bepass-org/oblivion,4064,1.10,12,Java,https://github.com/bepass-org/oblivion
s4kibs4mi/java-developer-roadmap,4062,5.90,0,Java,https://github.com/s4kibs4mi/java-developer-roadmap
oblac/jodd,4061,12.53,37,Java,https://github.com/oblac/jodd
qunarcorp/bistoury,4056,5.63,8,Java,https://github.com/qunarcorp/bistoury
mywalkb/LSPosed_mod,4055,2.97,10,Java,https://github.com/mywalkb/LSPosed_mod
luckybilly/CC,4051,7.32,0,Java,https://github.com/luckybilly/CC
pqpo/SmartCropper,4046,7.62,13,Java,https://github.com/pqpo/SmartCropper
DTStack/chunjun,4032,6.96,30,Java,https://github.com/DTStack/chunjun
oldmanpushcart/greys-anatomy,4028,12.32,0,Java,https://github.com/oldmanpushcart/greys-anatomy
xcltapestry/XCL-Charts,4017,10.78,0,Java,https://github.com/xcltapestry/XCL-Charts
apache/streampark,4016,5.81,28,Java,https://github.com/apache/streampark
apache/dubbo-admin,4012,7.18,6,Java,https://github.com/apache/dubbo-admin
BoltsFramework/Bolts-Android,4011,11.13,11,Java,https://github.com/BoltsFramework/Bolts-Android
TGX-Android/Telegram-X,4006,3.58,4,Java,https://github.com/TGX-Android/Telegram-X
makovkastar/FloatingActionButton,4004,10.66,0,Java,https://github.com/makovkastar/FloatingActionButton
Yalantis/Phoenix,4004,10.18,1,Java,https://github.com/Yalantis/Phoenix
lcodecorex/TwinklingRefreshLayout,4002,9.05,0,Java,https://github.com/lcodecorex/TwinklingRefreshLayout
Piasy/BigImageViewer,3986,8.36,0,Java,https://github.com/Piasy/BigImageViewer
orhanobut/hawk,3985,10.08,22,Java,https://github.com/orhanobut/hawk
geoserver/geoserver,3982,13.36,55,Java,https://github.com/geoserver/geoserver
qstumn/BadgeView,3979,8.11,5,Java,https://github.com/qstumn/BadgeView
alibaba/fastjson2,3979,2.92,56,Java,https://github.com/alibaba/fastjson2
binIoter/GuideView,3957,8.75,0,Java,https://github.com/binIoter/GuideView
mercyblitz/tech-weekly,3956,6.29,0,Java,https://github.com/mercyblitz/tech-weekly
jbloch/effective-java-3e-source-code,3952,6.62,0,Java,https://github.com/jbloch/effective-java-3e-source-code
Aliucord/Aliucord,3951,4.05,14,Java,https://github.com/Aliucord/Aliucord
NotFound9/interviewGuide,3944,8.91,0,Java,https://github.com/NotFound9/interviewGuide
zzhoujay/RichText,3940,9.66,0,Java,https://github.com/zzhoujay/RichText
JoanZapata/android-iconify,3937,11.77,0,Java,https://github.com/JoanZapata/android-iconify
rengwuxian/RxJavaSamples,3937,8.99,3,Java,https://github.com/rengwuxian/RxJavaSamples
knowm/XChange,3935,13.13,0,Java,https://github.com/knowm/XChange
201206030/novel-plus,3933,4.88,25,Java,https://github.com/201206030/novel-plus
JeremyLiao/LiveEventBus,3929,6.69,0,Java,https://github.com/JeremyLiao/LiveEventBus
rovo89/XposedInstaller,3928,12.96,0,Java,https://github.com/rovo89/XposedInstaller
jMonkeyEngine/jmonkeyengine,3925,11.00,69,Java,https://github.com/jMonkeyEngine/jmonkeyengine
linyiqun/DataMiningAlgorithm,3904,10.19,0,Java,https://github.com/linyiqun/DataMiningAlgorithm
bluelinelabs/Conductor,3902,9.01,36,Java,https://github.com/bluelinelabs/Conductor
alibaba/jstorm,3901,11.54,22,Java,https://github.com/alibaba/jstorm
jetty/jetty.project,3898,13.69,110,Java,https://github.com/jetty/jetty.project
databricks/learning-spark,3890,10.76,0,Java,https://github.com/databricks/learning-spark
awaitility/awaitility,3881,15.16,0,Java,https://github.com/awaitility/awaitility
fishercoder1534/Leetcode,3879,8.63,0,Java,https://github.com/fishercoder1534/Leetcode
JavaNoober/BackgroundLibrary,3873,6.52,13,Java,https://github.com/JavaNoober/BackgroundLibrary
kermitt2/grobid,3868,12.51,21,Java,https://github.com/kermitt2/grobid
Exrick/xboot,3863,6.90,6,Java,https://github.com/Exrick/xboot
bitcoin-wallet/bitcoin-wallet,3863,12.97,0,Java,https://github.com/bitcoin-wallet/bitcoin-wallet
sofastack/sofa-rpc,3861,6.94,61,Java,https://github.com/sofastack/sofa-rpc
pingfangushi/screw,3859,4.74,0,Java,https://github.com/pingfangushi/screw
amirzaidi/Launcher3,3859,7.80,22,Java,https://github.com/amirzaidi/Launcher3
promeG/TinyPinyin,3855,9.47,2,Java,https://github.com/promeG/TinyPinyin
vipulasri/Timeline-View,3853,9.26,15,Java,https://github.com/vipulasri/Timeline-View
VaughnVernon/IDDD_Samples,3839,11.95,0,Java,https://github.com/VaughnVernon/IDDD_Samples
tronprotocol/java-tron,3837,7.23,79,Java,https://github.com/tronprotocol/java-tron
aurelhubert/ahbottomnavigation,3835,9.00,14,Java,https://github.com/aurelhubert/ahbottomnavigation
MiguelCatalan/MaterialSearchView,3830,9.51,6,Java,https://github.com/MiguelCatalan/MaterialSearchView
wendux/DSBridge-Android,3823,8.21,2,Java,https://github.com/wendux/DSBridge-Android
RipMeApp/ripme,3821,8.20,132,Java,https://github.com/RipMeApp/ripme
uknownothingsnow/CircleProgress,3817,10.38,0,Java,https://github.com/uknownothingsnow/CircleProgress
shuzijun/leetcode-editor,3812,6.00,55,Java,https://github.com/shuzijun/leetcode-editor
lukas-krecan/ShedLock,3793,8.27,0,Java,https://github.com/lukas-krecan/ShedLock
JabRef/jabref,3786,11.02,44,Java,https://github.com/JabRef/jabref
sunfusheng/MarqueeView,3782,8.80,0,Java,https://github.com/sunfusheng/MarqueeView
syncthing/syncthing-android,3782,11.07,332,Java,https://github.com/syncthing/syncthing-android
lygttpod/SuperTextView,3773,8.41,39,Java,https://github.com/lygttpod/SuperTextView
LibrePDF/OpenPDF,3770,8.69,73,Java,https://github.com/LibrePDF/OpenPDF
yanzhenjie/AndServer,3767,8.76,1,Java,https://github.com/yanzhenjie/AndServer
PBH-BTN/PeerBanHelper,3767,1.11,113,Java,https://github.com/PBH-BTN/PeerBanHelper
mpusher/mpush,3767,8.89,9,Java,https://github.com/mpusher/mpush
roboguice/roboguice,3759,12.60,0,Java,https://github.com/roboguice/roboguice
andOTP/andOTP,3754,7.70,38,Java,https://github.com/andOTP/andOTP
ZHENFENG13/My-Blog,3751,6.04,0,Java,https://github.com/ZHENFENG13/My-Blog
Ereza/CustomActivityOnCrash,3749,10.71,12,Java,https://github.com/Ereza/CustomActivityOnCrash
CameraKit/blurkit-android,3744,8.36,3,Java,https://github.com/CameraKit/blurkit-android
timehop/sticky-headers-recyclerview,3743,10.46,0,Java,https://github.com/timehop/sticky-headers-recyclerview
react-native-share/react-native-share,3743,9.47,133,Java,https://github.com/react-native-share/react-native-share
lilishop/lilishop,3743,3.84,3,Java,https://github.com/lilishop/lilishop
mcxtzhang/SwipeDelMenuLayout,3742,8.56,2,Java,https://github.com/mcxtzhang/SwipeDelMenuLayout
googlesamples/mlkit,3730,4.80,1,Java,https://github.com/googlesamples/mlkit
willowtreeapps/spruce-android,3720,8.06,3,Java,https://github.com/willowtreeapps/spruce-android
MovingBlocks/Terasology,3711,14.05,70,Java,https://github.com/MovingBlocks/Terasology
uber/NullAway,3710,7.54,25,Java,https://github.com/uber/NullAway
yanzhenjie/NoHttp,3707,9.64,0,Java,https://github.com/yanzhenjie/NoHttp
Atmosphere/atmosphere,3707,14.72,0,Java,https://github.com/Atmosphere/atmosphere
stfalcon-studio/ChatKit,3705,8.12,1,Java,https://github.com/stfalcon-studio/ChatKit
kubernetes-client/java,3704,7.86,53,Java,https://github.com/kubernetes-client/java
ryanhoo/StylishMusicPlayer,3703,8.51,0,Java,https://github.com/ryanhoo/StylishMusicPlayer
ethanhua/Skeleton,3697,7.64,0,Java,https://github.com/ethanhua/Skeleton
ByteLegend/ByteLegend,3694,4.12,0,Java,https://github.com/ByteLegend/ByteLegend
liuyubobobo/Play-with-Algorithms,3685,8.70,0,Java,https://github.com/liuyubobobo/Play-with-Algorithms
yangfuhai/ASimpleCache,3684,11.64,0,Java,https://github.com/yangfuhai/ASimpleCache
zhpanvip/BannerViewPager,3682,7.97,56,Java,https://github.com/zhpanvip/BannerViewPager
apache/kylin,3682,10.21,1,Java,https://github.com/apache/kylin
google/rejoiner,3668,7.28,3,Java,https://github.com/google/rejoiner
shopizer-ecommerce/shopizer,3665,12.33,18,Java,https://github.com/shopizer-ecommerce/shopizer
lisawray/groupie,3665,8.54,28,Java,https://github.com/lisawray/groupie
google/bundletool,3663,6.87,63,Java,https://github.com/google/bundletool
watabou/pixel-dungeon,3663,10.65,0,Java,https://github.com/watabou/pixel-dungeon
sofastack/sofa-jraft,3661,6.04,31,Java,https://github.com/sofastack/sofa-jraft
linkedin/databus,3656,12.25,0,Java,https://github.com/linkedin/databus
torakiki/pdfsam,3655,11.48,64,Java,https://github.com/torakiki/pdfsam
KunMinX/Linkage-RecyclerView,3652,5.91,0,Java,https://github.com/KunMinX/Linkage-RecyclerView
litesuits/android-common,3647,10.81,0,Java,https://github.com/litesuits/android-common
PlexPt/chatgpt-java,3636,2.28,24,Java,https://github.com/PlexPt/chatgpt-java
networknt/light-4j,3635,8.52,189,Java,https://github.com/networknt/light-4j
JFormDesigner/FlatLaf,3634,5.58,85,Java,https://github.com/JFormDesigner/FlatLaf
RoaringBitmap/RoaringBitmap,3631,11.75,34,Java,https://github.com/RoaringBitmap/RoaringBitmap
apache/incubator-heron,3629,9.48,56,Java,https://github.com/apache/incubator-heron
JCTools/JCTools,3628,11.35,18,Java,https://github.com/JCTools/JCTools
undertow-io/undertow,3627,12.67,9,Java,https://github.com/undertow-io/undertow
dingjikerbo/Android-BluetoothKit,3625,9.45,0,Java,https://github.com/dingjikerbo/Android-BluetoothKit
Dimezis/BlurView,3618,8.91,29,Java,https://github.com/Dimezis/BlurView
rockerhieu/emojicon,3610,11.17,2,Java,https://github.com/rockerhieu/emojicon
jtablesaw/tablesaw,3607,9.21,79,Java,https://github.com/jtablesaw/tablesaw
spotbugs/spotbugs,3602,8.37,68,Java,https://github.com/spotbugs/spotbugs
helidon-io/helidon,3599,6.56,119,Java,https://github.com/helidon-io/helidon
tyrantgit/ExplosionField,3596,9.49,0,Java,https://github.com/tyrantgit/ExplosionField
fesh0r/fernflower,3594,10.46,0,Java,https://github.com/fesh0r/fernflower
alibaba/Alink,3594,6.47,22,Java,https://github.com/alibaba/Alink
dongjunkun/DropDownMenu,3590,9.74,2,Java,https://github.com/dongjunkun/DropDownMenu
grpc-ecosystem/grpc-spring,3589,8.22,34,Java,https://github.com/grpc-ecosystem/grpc-spring
huburt-Hu/NewbieGuide,3587,7.64,20,Java,https://github.com/huburt-Hu/NewbieGuide
kikoso/android-stackblur,3583,11.59,0,Java,https://github.com/kikoso/android-stackblur
iterate-ch/cyberduck,3579,8.16,0,Java,https://github.com/iterate-ch/cyberduck
dtinit/data-transfer-project,3577,7.20,61,Java,https://github.com/dtinit/data-transfer-project
spockframework/spock,3575,14.27,25,Java,https://github.com/spockframework/spock
coderbruis/JavaSourceCodeLearning,3573,4.79,0,Java,https://github.com/coderbruis/JavaSourceCodeLearning
googlemaps/android-maps-utils,3570,11.84,46,Java,https://github.com/googlemaps/android-maps-utils
davideas/FlexibleAdapter,3566,9.88,30,Java,https://github.com/davideas/FlexibleAdapter
JakeWharton/ThreeTenABP,3562,9.71,0,Java,https://github.com/JakeWharton/ThreeTenABP
lihangleo2/ShadowLayout,3562,5.69,28,Java,https://github.com/lihangleo2/ShadowLayout
WVector/AppUpdate,3558,7.75,3,Java,https://github.com/WVector/AppUpdate
FasterXML/jackson-databind,3557,13.24,0,Java,https://github.com/FasterXML/jackson-databind
vert-x3/vertx-examples,3557,10.06,0,Java,https://github.com/vert-x3/vertx-examples
code4craft/netty-learning,3552,11.50,0,Java,https://github.com/code4craft/netty-learning
dropbox/hackpad,3551,9.60,0,Java,https://github.com/dropbox/hackpad
johncarl81/parceler,3548,11.71,0,Java,https://github.com/johncarl81/parceler
bilibili/MagicaSakura,3548,8.74,3,Java,https://github.com/bilibili/MagicaSakura
hmkcode/Android,3544,11.54,0,Java,https://github.com/hmkcode/Android
arimorty/floatingsearchview,3540,9.32,0,Java,https://github.com/arimorty/floatingsearchview
luontola/retrolambda,3539,11.67,0,Java,https://github.com/luontola/retrolambda
rbmonster/learning-note,3533,4.75,0,Java,https://github.com/rbmonster/learning-note
nytimes/Store,3522,8.30,0,Java,https://github.com/nytimes/Store
microservices-patterns/ftgo-application,3521,7.40,0,Java,https://github.com/microservices-patterns/ftgo-application
spring-io/initializr,3520,11.78,16,Java,https://github.com/spring-io/initializr
lsjwzh/RecyclerViewPager,3520,10.17,10,Java,https://github.com/lsjwzh/RecyclerViewPager
camunda/camunda,3519,9.00,364,Java,https://github.com/camunda/camunda
Querz/mcaselector,3516,6.90,68,Java,https://github.com/Querz/mcaselector
andremion/Music-Player,3515,8.87,2,Java,https://github.com/andremion/Music-Player
Mojang/brigadier,3514,10.51,3,Java,https://github.com/Mojang/brigadier
karma9874/AndroRAT,3510,4.99,0,Java,https://github.com/karma9874/AndroRAT
yacy/yacy_search_server,3509,9.99,0,Java,https://github.com/yacy/yacy_search_server
baoyongzhang/SwipeMenuListView,3506,10.57,2,Java,https://github.com/baoyongzhang/SwipeMenuListView
codeestX/GeekNews,3503,8.61,0,Java,https://github.com/codeestX/GeekNews
fyhertz/libstreaming,3500,12.13,0,Java,https://github.com/fyhertz/libstreaming
tchiotludo/akhq,3496,6.52,41,Java,https://github.com/tchiotludo/akhq
KingJA/LoadSir,3490,7.54,6,Java,https://github.com/KingJA/LoadSir
M66B/FairEmail,3488,6.63,1000,Java,https://github.com/M66B/FairEmail
spring-cloud/spring-cloud-kubernetes,3486,8.26,24,Java,https://github.com/spring-cloud/spring-cloud-kubernetes
jishenghua/jshERP,3485,8.49,6,Java,https://github.com/jishenghua/jshERP
anggrayudi/android-hidden-api,3485,9.51,2,Java,https://github.com/anggrayudi/android-hidden-api
lenve/JavaEETest,3482,8.26,0,Java,https://github.com/lenve/JavaEETest
dariuszseweryn/RxAndroidBle,3481,9.12,59,Java,https://github.com/dariuszseweryn/RxAndroidBle
fabric8io/kubernetes-client,3479,9.69,119,Java,https://github.com/fabric8io/kubernetes-client
ittianyu/BottomNavigationViewEx,3476,8.35,19,Java,https://github.com/ittianyu/BottomNavigationViewEx
rubensousa/PreviewSeekBar,3468,8.15,10,Java,https://github.com/rubensousa/PreviewSeekBar
mbechler/marshalsec,3467,7.82,0,Java,https://github.com/mbechler/marshalsec
immutables/immutables,3467,11.70,11,Java,https://github.com/immutables/immutables
javahuang/SurveyKing,3462,3.53,3,Java,https://github.com/javahuang/SurveyKing
gh0stkey/HaE,3446,4.98,71,Java,https://github.com/gh0stkey/HaE
ferredoxin/QNotified,3443,5.99,28,Java,https://github.com/ferredoxin/QNotified
crossoverJie/SSM,3442,8.74,10,Java,https://github.com/crossoverJie/SSM
apache/logging-log4j2,3441,11.77,13,Java,https://github.com/apache/logging-log4j2
phodal/migration,3438,5.19,0,Java,https://github.com/phodal/migration
alamkanak/Android-Week-View,3434,10.50,4,Java,https://github.com/alamkanak/Android-Week-View
xcc3641/SeeWeather,3434,9.08,2,Java,https://github.com/xcc3641/SeeWeather
guolindev/giffun,3433,6.14,0,Java,https://github.com/guolindev/giffun
sherxon/AlgoDS,3432,8.25,0,Java,https://github.com/sherxon/AlgoDS
IrisShaders/Iris,3431,4.40,140,Java,https://github.com/IrisShaders/Iris
LinShunKang/MyPerf4J,3429,7.02,23,Java,https://github.com/LinShunKang/MyPerf4J
cSploit/android,3422,10.46,33,Java,https://github.com/cSploit/android
openhab/openhab1-addons,3418,11.49,14,Java,https://github.com/openhab/openhab1-addons
OpenHFT/Chronicle-Queue,3417,11.80,520,Java,https://github.com/OpenHFT/Chronicle-Queue
Netflix/maestro,3416,0.92,0,Java,https://github.com/Netflix/maestro
GitLqr/LQRWeChat,3409,8.11,0,Java,https://github.com/GitLqr/LQRWeChat
Grt1228/chatgpt-java,3404,2.10,10,Java,https://github.com/Grt1228/chatgpt-java
woxingxiao/BubbleSeekBar,3400,8.37,12,Java,https://github.com/woxingxiao/BubbleSeekBar
