name,stars,age_in_years,releases,primary_language,url
aeron-io/aeron,7628,11.11,116,Java,https://github.com/aeron-io/aeron
Graylog2/graylog2-server,7592,14.84,0,Java,https://github.com/Graylog2/graylog2-server
gedoor/MyBookshelf,7589,6.77,165,Java,https://github.com/gedoor/MyBookshelf
cabaletta/baritone,7583,6.63,78,Java,https://github.com/cabaletta/baritone
google/android-classyshark,7562,9.43,17,Java,https://github.com/google/android-classyshark
Tencent/Shadow,7548,5.76,5,Java,https://github.com/Tencent/Shadow
kaushikgopal/RxJava-Android-Samples,7538,10.66,0,Java,https://github.com/kaushikgopal/RxJava-Android-Samples
koush/AndroidAsync,7536,12.57,0,Java,https://github.com/koush/AndroidAsync
google/closure-compiler,7484,10.92,0,Java,https://github.com/google/closure-compiler
PojavLauncherTeam/PojavLauncher,7480,5.02,126,Java,https://github.com/PojavLauncherTeam/PojavLauncher
kevin-wayne/algs4,7468,9.55,0,Java,https://github.com/kevin-wayne/algs4
lecho/hellocharts-android,7443,10.43,14,Java,https://github.com/lecho/hellocharts-android
twowaits/SDE-Interview-Questions,7439,7.40,1,Java,https://github.com/twowaits/SDE-Interview-Questions
swagger-api/swagger-core,7417,13.71,112,Java,https://github.com/swagger-api/swagger-core
yuanguangxin/LeetCode,7416,5.18,0,Java,https://github.com/yuanguangxin/LeetCode
PowerJob/PowerJob,7380,5.00,50,Java,https://github.com/PowerJob/PowerJob
dyc87112/SpringCloud-Learning,7372,8.58,0,Java,https://github.com/dyc87112/SpringCloud-Learning
lenve/VBlog,7367,7.23,0,Java,https://github.com/lenve/VBlog
abel533/Mapper,7365,10.33,8,Java,https://github.com/abel533/Mapper
HMCL-dev/HMCL,7354,9.74,234,Java,https://github.com/HMCL-dev/HMCL
leolin310148/ShortcutBadger,7351,11.34,0,Java,https://github.com/leolin310148/ShortcutBadger
Qihoo360/RePlugin,7306,7.78,19,Java,https://github.com/Qihoo360/RePlugin
square/dagger,7305,12.63,0,Java,https://github.com/square/dagger
Bearded-Hen/Android-Bootstrap,7277,11.38,5,Java,https://github.com/Bearded-Hen/Android-Bootstrap
mapstruct/mapstruct,7273,12.81,35,Java,https://github.com/mapstruct/mapstruct
pedant/sweet-alert-dialog,7257,10.42,2,Java,https://github.com/pedant/sweet-alert-dialog
crazycodeboy/TakePhoto,7242,9.62,15,Java,https://github.com/crazycodeboy/TakePhoto
cymcsg/UltimateRecyclerView,7211,10.14,9,Java,https://github.com/cymcsg/UltimateRecyclerView
geeeeeeeeek/WeChatLuckyMoney,7208,9.47,20,Java,https://github.com/geeeeeeeeek/WeChatLuckyMoney
Exrick/xmall,7198,7.64,0,Java,https://github.com/Exrick/xmall
gocd/gocd,7197,11.27,84,Java,https://github.com/gocd/gocd
google/agera,7181,9.25,16,Java,https://github.com/google/agera
ogaclejapan/SmartTabLayout,7092,10.09,0,Java,https://github.com/ogaclejapan/SmartTabLayout
MinecraftForge/MinecraftForge,7085,13.14,0,Java,https://github.com/MinecraftForge/MinecraftForge
JakeWharton/ActionBarSherlock,7085,14.04,32,Java,https://github.com/JakeWharton/ActionBarSherlock
krahets/LeetCode-Book,7056,3.25,0,Java,https://github.com/krahets/LeetCode-Book
didi/KnowStreaming,7050,5.00,23,Java,https://github.com/didi/KnowStreaming
NanoHttpd/nanohttpd,7045,12.61,3,Java,https://github.com/NanoHttpd/nanohttpd
naman14/Timber,7031,9.77,5,Java,https://github.com/naman14/Timber
apache/iceberg,7028,6.33,26,Java,https://github.com/apache/iceberg
NLPchina/elasticsearch-sql,7008,10.57,261,Java,https://github.com/NLPchina/elasticsearch-sql
Alluxio/alluxio,6953,12.24,61,Java,https://github.com/Alluxio/alluxio
google/error-prone,6942,10.58,52,Java,https://github.com/google/error-prone
rest-assured/rest-assured,6926,14.41,0,Java,https://github.com/rest-assured/rest-assured
DroidPluginTeam/DroidPlugin,6918,9.56,2,Java,https://github.com/DroidPluginTeam/DroidPlugin
mrniko/netty-socketio,6911,13.19,18,Java,https://github.com/mrniko/netty-socketio
hongyangAndroid/okhttputils,6870,9.59,0,Java,https://github.com/hongyangAndroid/okhttputils
alibaba/jvm-sandbox,6857,7.62,13,Java,https://github.com/alibaba/jvm-sandbox
h2pl/JavaTutorial,6851,6.88,1,Java,https://github.com/h2pl/JavaTutorial
jeecgboot/jimureport,6848,5.28,25,Java,https://github.com/jeecgboot/jimureport
Meituan-Dianping/walle,6812,8.19,1,Java,https://github.com/Meituan-Dianping/walle
gunnarmorling/1brc,6802,1.22,0,Java,https://github.com/gunnarmorling/1brc
dependency-check/DependencyCheck,6790,12.54,82,Java,https://github.com/dependency-check/DependencyCheck
AntennaPod/AntennaPod,6778,12.63,60,Java,https://github.com/AntennaPod/AntennaPod
zo0r/react-native-push-notification,6778,9.26,35,Java,https://github.com/zo0r/react-native-push-notification
Angel-ML/angel,6750,7.90,19,Java,https://github.com/Angel-ML/angel
rabbitmq/rabbitmq-tutorials,6727,14.49,0,Java,https://github.com/rabbitmq/rabbitmq-tutorials
zouzg/mybatis-generator-gui,6699,8.86,16,Java,https://github.com/zouzg/mybatis-generator-gui
markzhai/AndroidPerformanceMonitor,6690,9.17,0,Java,https://github.com/markzhai/AndroidPerformanceMonitor
hongyangAndroid/AndroidAutoLayout,6676,9.33,0,Java,https://github.com/hongyangAndroid/AndroidAutoLayout
guardianproject/haven,6669,8.05,37,Java,https://github.com/guardianproject/haven
Genymobile/gnirehtet,6653,8.10,12,Java,https://github.com/Genymobile/gnirehtet
smuyyh/BookReader,6644,8.62,0,Java,https://github.com/smuyyh/BookReader
macrozheng/springcloud-learning,6642,5.53,0,Java,https://github.com/macrozheng/springcloud-learning
yanzhenjie/AndPermission,6632,8.52,0,Java,https://github.com/yanzhenjie/AndPermission
wiremock/wiremock,6630,13.44,49,Java,https://github.com/wiremock/wiremock
527515025/springBoot,6623,8.36,0,Java,https://github.com/527515025/springBoot
apache/storm,6613,11.37,3,Java,https://github.com/apache/storm
gzu-liyujiang/AndroidPicker,6594,9.41,57,Java,https://github.com/gzu-liyujiang/AndroidPicker
GrenderG/Toasty,6587,8.16,19,Java,https://github.com/GrenderG/Toasty
getActivity/AndroidProject,6585,6.40,17,Java,https://github.com/getActivity/AndroidProject
fuzhengwei/itstack-demo-design,6564,4.83,0,Java,https://github.com/fuzhengwei/itstack-demo-design
junit-team/junit5,6549,10.18,82,Java,https://github.com/junit-team/junit5
Meituan-Dianping/Leaf,6545,6.27,0,Java,https://github.com/Meituan-Dianping/Leaf
NLPchina/ansj_seg,6518,12.54,3,Java,https://github.com/NLPchina/ansj_seg
processing/processing,6503,12.15,48,Java,https://github.com/processing/processing
ZCShou/GoGoGo,6482,3.29,7,Java,https://github.com/ZCShou/GoGoGo
apache/zeppelin,6468,9.99,0,Java,https://github.com/apache/zeppelin
ximsfei/Android-skin-support,6461,8.18,0,Java,https://github.com/ximsfei/Android-skin-support
quartz-scheduler/quartz,6436,9.03,5,Java,https://github.com/quartz-scheduler/quartz
vinc3m1/RoundedImageView,6433,12.07,19,Java,https://github.com/vinc3m1/RoundedImageView
raphw/byte-buddy,6429,11.31,299,Java,https://github.com/raphw/byte-buddy
ArthurHub/Android-Image-Cropper,6423,10.17,32,Java,https://github.com/ArthurHub/Android-Image-Cropper
langchain4j/langchain4j,6412,1.74,43,Java,https://github.com/langchain4j/langchain4j
JesusFreke/smali,6411,12.49,0,Java,https://github.com/JesusFreke/smali
wxiaoqi/Spring-Cloud-Platform,6401,7.82,3,Java,https://github.com/wxiaoqi/Spring-Cloud-Platform
zendesk/android-floating-action-button,6380,10.50,0,Java,https://github.com/zendesk/android-floating-action-button
CoderLeixiaoshuai/java-eight-part,6372,4.42,0,Java,https://github.com/CoderLeixiaoshuai/java-eight-part
jOOQ/jOOQ,6326,13.93,90,Java,https://github.com/jOOQ/jOOQ
AsyncHttpClient/async-http-client,6322,14.04,5,Java,https://github.com/AsyncHttpClient/async-http-client
sshahine/JFoenix,6313,9.53,0,Java,https://github.com/sshahine/JFoenix
aa112901/remusic,6295,8.99,0,Java,https://github.com/aa112901/remusic
wasabeef/richeditor-android,6287,9.97,0,Java,https://github.com/wasabeef/richeditor-android
koush/ion,6282,11.83,0,Java,https://github.com/koush/ion
joelittlejohn/jsonschema2pojo,6279,11.74,63,Java,https://github.com/joelittlejohn/jsonschema2pojo
Col-E/Recaf,6277,7.64,169,Java,https://github.com/Col-E/Recaf
hazelcast/hazelcast,6267,13.00,200,Java,https://github.com/hazelcast/hazelcast
amitshekhariitbhu/from-java-to-kotlin,6252,7.83,0,Java,https://github.com/amitshekhariitbhu/from-java-to-kotlin
lightbend/config,6220,13.29,1,Java,https://github.com/lightbend/config
ityouknow/spring-cloud-examples,6218,7.89,0,Java,https://github.com/ityouknow/spring-cloud-examples
micronaut-projects/micronaut-core,6187,7.03,278,Java,https://github.com/micronaut-projects/micronaut-core
pig-mesh/pig,6181,5.56,19,Java,https://github.com/pig-mesh/pig
graphql-java/graphql-java,6160,9.70,82,Java,https://github.com/graphql-java/graphql-java
exadel-inc/CompreFace,6147,4.70,11,Java,https://github.com/exadel-inc/CompreFace
haifengl/smile,6138,10.33,32,Java,https://github.com/haifengl/smile
ikew0ng/SwipeBackLayout,6122,11.57,0,Java,https://github.com/ikew0ng/SwipeBackLayout
google/grafika,6114,11.25,1,Java,https://github.com/google/grafika
hibernate/hibernate-orm,6108,14.46,66,Java,https://github.com/hibernate/hibernate-orm
rengwuxian/MaterialEditText,6103,10.39,19,Java,https://github.com/rengwuxian/MaterialEditText
daimajia/NumberProgressBar,6090,10.88,3,Java,https://github.com/daimajia/NumberProgressBar
apache/hertzbeat,6060,3.11,22,Java,https://github.com/apache/hertzbeat
gephi/gephi,6050,13.41,19,Java,https://github.com/gephi/gephi
vespa-engine/vespa,6047,8.79,204,Java,https://github.com/vespa-engine/vespa
pedrovgs/EffectiveAndroidUI,6024,10.71,0,Java,https://github.com/pedrovgs/EffectiveAndroidUI
singwhatiwanna/dynamic-load-apk,6021,10.97,0,Java,https://github.com/singwhatiwanna/dynamic-load-apk
getActivity/XXPermissions,6012,6.76,63,Java,https://github.com/getActivity/XXPermissions
google/j2objc,6008,11.13,0,Java,https://github.com/google/j2objc
rey5137/material,5999,10.28,10,Java,https://github.com/rey5137/material
apache/flink-cdc,5992,4.64,21,Java,https://github.com/apache/flink-cdc
auth0/java-jwt,5988,11.03,45,Java,https://github.com/auth0/java-jwt
google/physical-web,5987,10.47,17,Java,https://github.com/google/physical-web
wyouflf/xUtils3,5983,9.39,9,Java,https://github.com/wyouflf/xUtils3
apache/incubator-kie-drools,5972,14.08,5,Java,https://github.com/apache/incubator-kie-drools
Vedenin/useful-java-links,5959,9.09,0,Java,https://github.com/Vedenin/useful-java-links
liyifeng1994/ssm,5948,8.75,0,Java,https://github.com/liyifeng1994/ssm
robolectric/robolectric,5941,14.56,105,Java,https://github.com/robolectric/robolectric
springfox/springfox,5937,12.87,12,Java,https://github.com/springfox/springfox
antoniolg/androidmvp,5926,10.96,0,Java,https://github.com/antoniolg/androidmvp
prolificinteractive/material-calendarview,5921,10.10,22,Java,https://github.com/prolificinteractive/material-calendarview
alipay/SoloPi,5901,6.01,8,Java,https://github.com/alipay/SoloPi
DerekYRC/mini-spring,5888,4.33,0,Java,https://github.com/DerekYRC/mini-spring
weibocom/motan,5887,8.91,26,Java,https://github.com/weibocom/motan
LandGrey/SpringBootVulExploit,5880,4.83,0,Java,https://github.com/LandGrey/SpringBootVulExploit
vavr-io/vavr,5870,11.13,18,Java,https://github.com/vavr-io/vavr
btraceio/btrace,5869,10.56,33,Java,https://github.com/btraceio/btrace
lets-blade/blade,5861,9.78,9,Java,https://github.com/lets-blade/blade
journeyapps/zxing-android-embedded,5821,12.31,9,Java,https://github.com/journeyapps/zxing-android-embedded
jetlinks/jetlinks-community,5818,5.21,19,Java,https://github.com/jetlinks/jetlinks-community
Nightonke/BoomMenu,5802,9.00,0,Java,https://github.com/Nightonke/BoomMenu
yarolegovich/DiscreteScrollView,5787,8.04,2,Java,https://github.com/yarolegovich/DiscreteScrollView
JakeWharton/DiskLruCache,5786,13.21,0,Java,https://github.com/JakeWharton/DiskLruCache
changmingxie/tcc-transaction,5785,9.29,8,Java,https://github.com/changmingxie/tcc-transaction
dmytrodanylyk/circular-progress-button,5769,10.78,3,Java,https://github.com/dmytrodanylyk/circular-progress-button
apache/camel,5766,15.83,0,Java,https://github.com/apache/camel
amitshekhariitbhu/Fast-Android-Networking,5760,8.99,10,Java,https://github.com/amitshekhariitbhu/Fast-Android-Networking
obsidiandynamics/kafdrop,5754,5.81,49,Java,https://github.com/obsidiandynamics/kafdrop
Devlight/InfiniteCycleViewPager,5737,8.57,2,Java,https://github.com/Devlight/InfiniteCycleViewPager
google/google-java-format,5728,9.86,32,Java,https://github.com/google/google-java-format
ffay/lanproxy,5721,8.33,1,Java,https://github.com/ffay/lanproxy
WeiYe-Jing/datax-web,5717,5.33,5,Java,https://github.com/WeiYe-Jing/datax-web
k0shk0sh/FastHub,5717,8.08,63,Java,https://github.com/k0shk0sh/FastHub
648540858/wvp-GB28181-pro,5712,4.34,0,Java,https://github.com/648540858/wvp-GB28181-pro
jpush/aurora-imui,5712,8.26,42,Java,https://github.com/jpush/aurora-imui
javaparser/javaparser,5711,13.39,53,Java,https://github.com/javaparser/javaparser
apache/iotdb,5711,6.31,39,Java,https://github.com/apache/iotdb
springside/springside4,5699,13.07,3,Java,https://github.com/springside/springside4
Nepxion/Discovery,5698,6.74,130,Java,https://github.com/Nepxion/Discovery
traccar/traccar,5695,12.93,55,Java,https://github.com/traccar/traccar
opengoofy/hippo4j,5695,3.75,18,Java,https://github.com/opengoofy/hippo4j
apache/hudi,5691,8.26,30,Java,https://github.com/apache/hudi
yanzhenjie/SwipeRecyclerView,5679,8.62,0,Java,https://github.com/yanzhenjie/SwipeRecyclerView
nayuki/QR-Code-generator,5673,8.93,5,Java,https://github.com/nayuki/QR-Code-generator
JakeWharton/u2020,5672,11.34,0,Java,https://github.com/JakeWharton/u2020
apache/pinot,5668,10.83,20,Java,https://github.com/apache/pinot
graphhopper/graphhopper,5667,13.08,45,Java,https://github.com/graphhopper/graphhopper
apache/hive,5654,15.83,0,Java,https://github.com/apache/hive
ZhongFuCheng3y/austin,5648,3.36,0,Java,https://github.com/ZhongFuCheng3y/austin
youtube/api-samples,5643,11.27,0,Java,https://github.com/youtube/api-samples
crazycodeboy/react-native-splash-screen,5639,8.51,12,Java,https://github.com/crazycodeboy/react-native-splash-screen
Javen205/IJPay,5638,7.88,24,Java,https://github.com/Javen205/IJPay
hanks-zyh/HTextView,5636,9.25,0,Java,https://github.com/hanks-zyh/HTextView
wasabeef/Blurry,5630,9.66,0,Java,https://github.com/wasabeef/Blurry
daimajia/AndroidImageSlider,5625,10.80,5,Java,https://github.com/daimajia/AndroidImageSlider
FongMi/TV,5618,2.74,0,Java,https://github.com/FongMi/TV
JSQLParser/JSqlParser,5601,13.74,35,Java,https://github.com/JSQLParser/JSqlParser
hongyangAndroid/FlowLayout,5596,9.56,0,Java,https://github.com/hongyangAndroid/FlowLayout
amlcurran/ShowcaseView,5591,12.60,13,Java,https://github.com/amlcurran/ShowcaseView
dromara/lamp-cloud,5580,7.17,0,Java,https://github.com/dromara/lamp-cloud
TommyLemon/Android-ZBLibrary,5559,9.58,25,Java,https://github.com/TommyLemon/Android-ZBLibrary
knightliao/disconf,5553,10.80,12,Java,https://github.com/knightliao/disconf
nhaarman/ListViewAnimations,5550,12.00,14,Java,https://github.com/nhaarman/ListViewAnimations
jagrosh/MusicBot,5549,8.59,38,Java,https://github.com/jagrosh/MusicBot
MuntashirAkon/AppManager,5545,4.80,72,Java,https://github.com/MuntashirAkon/AppManager
redis/lettuce,5529,10.86,127,Java,https://github.com/redis/lettuce
ElderDrivers/EdXposed,5521,6.16,27,Java,https://github.com/ElderDrivers/EdXposed
ZHENFENG13/spring-boot-projects,5518,7.96,0,Java,https://github.com/ZHENFENG13/spring-boot-projects
baidu/uid-generator,5506,7.98,0,Java,https://github.com/baidu/uid-generator
emilsjolander/StickyListHeaders,5501,13.02,16,Java,https://github.com/emilsjolander/StickyListHeaders
TeamAmaze/AmazeFileManager,5493,10.68,66,Java,https://github.com/TeamAmaze/AmazeFileManager
sockeqwe/mosby,5481,9.99,15,Java,https://github.com/sockeqwe/mosby
logisim-evolution/logisim-evolution,5481,10.50,30,Java,https://github.com/logisim-evolution/logisim-evolution
alibaba/freeline,5472,8.62,22,Java,https://github.com/alibaba/freeline
wuhaoyu1990/MagicCamera,5470,9.19,0,Java,https://github.com/wuhaoyu1990/MagicCamera
danikula/AndroidVideoCache,5455,9.97,20,Java,https://github.com/danikula/AndroidVideoCache
dm77/barcodescanner,5454,11.06,6,Java,https://github.com/dm77/barcodescanner
scribejava/scribejava,5452,14.54,9,Java,https://github.com/scribejava/scribejava
JanusGraph/janusgraph,5442,8.23,28,Java,https://github.com/JanusGraph/janusgraph
facebookarchive/rebound,5422,11.44,10,Java,https://github.com/facebookarchive/rebound
KeepSafe/TapTargetView,5421,8.52,24,Java,https://github.com/KeepSafe/TapTargetView
motianhuo/wechat,5411,9.82,0,Java,https://github.com/motianhuo/wechat
apache/dubbo-spring-boot-project,5410,7.16,13,Java,https://github.com/apache/dubbo-spring-boot-project
meefik/linuxdeploy,5409,12.58,37,Java,https://github.com/meefik/linuxdeploy
jeequan/jeepay,5394,7.60,0,Java,https://github.com/jeequan/jeepay
Jasonchenlijian/FastBle,5380,8.57,9,Java,https://github.com/Jasonchenlijian/FastBle
Evernote/android-job,5370,9.58,31,Java,https://github.com/Evernote/android-job
socketio/socket.io-client-java,5367,11.89,7,Java,https://github.com/socketio/socket.io-client-java
jgilfelt/SystemBarTint,5360,11.34,3,Java,https://github.com/jgilfelt/SystemBarTint
commonsguy/cw-omnibus,5352,13.02,36,Java,https://github.com/commonsguy/cw-omnibus
facebookarchive/shimmer-android,5340,10.06,5,Java,https://github.com/facebookarchive/shimmer-android
XRecyclerView/XRecyclerView,5336,9.33,0,Java,https://github.com/XRecyclerView/XRecyclerView
h6ah4i/android-advancedrecyclerview,5325,10.15,1,Java,https://github.com/h6ah4i/android-advancedrecyclerview
apache/hbase,5306,10.82,45,Java,https://github.com/apache/hbase
mybatis/generator,5298,12.10,11,Java,https://github.com/mybatis/generator
alibaba/jetcache,5292,7.93,66,Java,https://github.com/alibaba/jetcache
evant/gradle-retrolambda,5291,11.62,37,Java,https://github.com/evant/gradle-retrolambda
spring-projects/spring-data-examples,5278,11.13,0,Java,https://github.com/spring-projects/spring-data-examples
xxv/android-lifecycle,5274,10.92,0,Java,https://github.com/xxv/android-lifecycle
yixia/VitamioBundle,5271,12.42,0,Java,https://github.com/yixia/VitamioBundle
apache/groovy,5264,9.93,0,Java,https://github.com/apache/groovy
google/google-authenticator,5257,10.44,0,Java,https://github.com/google/google-authenticator
zfdang/Android-Touch-Helper,5248,4.42,112,Java,https://github.com/zfdang/Android-Touch-Helper
Yalantis/Side-Menu.Android,5244,10.18,2,Java,https://github.com/Yalantis/Side-Menu.Android
thinkaurelius/titan,5243,13.06,0,Java,https://github.com/thinkaurelius/titan
coobird/thumbnailator,5234,9.65,0,Java,https://github.com/coobird/thumbnailator
lucasr/twoway-view,5230,12.17,0,Java,https://github.com/lucasr/twoway-view
Karumi/Dexter,5222,9.34,33,Java,https://github.com/Karumi/Dexter
Clans/FloatingActionButton,5216,10.00,14,Java,https://github.com/Clans/FloatingActionButton
lingochamp/okdownload,5214,7.25,8,Java,https://github.com/lingochamp/okdownload
CeuiLiSA/Pixiv-Shaft,5212,5.96,110,Java,https://github.com/CeuiLiSA/Pixiv-Shaft
razerdp/BasePopup,5212,9.18,15,Java,https://github.com/razerdp/BasePopup
CodingDocs/springboot-guide,5208,6.30,0,Java,https://github.com/CodingDocs/springboot-guide
201206030/novel,5204,5.35,12,Java,https://github.com/201206030/novel
hyperledger-web3j/web3j,5193,8.54,118,Java,https://github.com/hyperledger-web3j/web3j
huangyanbin/smartTable,5185,7.36,44,Java,https://github.com/huangyanbin/smartTable
ddd-by-examples/library,5171,6.18,0,Java,https://github.com/ddd-by-examples/library
hustcc/JS-Sorting-Algorithm,5169,8.16,0,Java,https://github.com/hustcc/JS-Sorting-Algorithm
apache/nifi,5164,10.27,0,Java,https://github.com/apache/nifi
square/otto,5153,12.73,0,Java,https://github.com/square/otto
careercup/ctci,5146,11.99,0,Java,https://github.com/careercup/ctci
strimzi/strimzi-kafka-operator,5141,8.87,146,Java,https://github.com/strimzi/strimzi-kafka-operator
Doikki/DKVideoPlayer,5131,7.94,32,Java,https://github.com/Doikki/DKVideoPlayer
android/views-widgets-samples,5108,5.53,0,Java,https://github.com/android/views-widgets-samples
citerus/dddsample-core,5101,10.13,0,Java,https://github.com/citerus/dddsample-core
00-Evan/shattered-pixel-dungeon,5070,10.63,50,Java,https://github.com/00-Evan/shattered-pixel-dungeon
mik3y/usb-serial-for-android,5070,11.72,33,Java,https://github.com/mik3y/usb-serial-for-android
PhilippC/keepass2android,5065,7.49,29,Java,https://github.com/PhilippC/keepass2android
bitcoinj/bitcoinj,5058,11.33,14,Java,https://github.com/bitcoinj/bitcoinj
reactor/reactor-core,5057,9.36,197,Java,https://github.com/reactor/reactor-core
wequick/Small,5052,9.31,25,Java,https://github.com/wequick/Small
remkop/picocli,5044,8.12,85,Java,https://github.com/remkop/picocli
deathmarine/Luyten,5036,11.69,17,Java,https://github.com/deathmarine/Luyten
OpenTSDB/opentsdb,5029,14.56,27,Java,https://github.com/OpenTSDB/opentsdb
CaffeineMC/sodium,5016,5.13,40,Java,https://github.com/CaffeineMC/sodium
Trinea/android-common,5015,12.75,1,Java,https://github.com/Trinea/android-common
natario1/CameraView,5014,7.67,42,Java,https://github.com/natario1/CameraView
brianfrankcooper/YCSB,5013,14.92,55,Java,https://github.com/brianfrankcooper/YCSB
sofastack/sofa-boot,5013,6.96,80,Java,https://github.com/sofastack/sofa-boot
yipianfengye/android-zxingLibrary,5011,8.65,0,Java,https://github.com/yipianfengye/android-zxingLibrary
pmd/pmd,5008,12.69,101,Java,https://github.com/pmd/pmd
j-easy/easy-rules,5008,12.03,10,Java,https://github.com/j-easy/easy-rules
rubensousa/GravitySnapHelper,5006,8.55,14,Java,https://github.com/rubensousa/GravitySnapHelper
ikarus23/MifareClassicTool,5003,12.10,8,Java,https://github.com/ikarus23/MifareClassicTool
alibaba/UltraViewPager,4997,7.97,10,Java,https://github.com/alibaba/UltraViewPager
zhanglei-workspace/shopping-management-system,4994,9.34,0,Java,https://github.com/zhanglei-workspace/shopping-management-system
orhanobut/dialogplus,4994,10.27,9,Java,https://github.com/orhanobut/dialogplus
DingMouRen/LayoutManagerGroup,4985,6.89,0,Java,https://github.com/DingMouRen/LayoutManagerGroup
JodaOrg/joda-time,4984,13.84,49,Java,https://github.com/JodaOrg/joda-time
alibaba/QLExpress,4983,8.01,10,Java,https://github.com/alibaba/QLExpress
spring-attic/spring-mvc-showcase,4982,13.80,0,Java,https://github.com/spring-attic/spring-mvc-showcase
rubenlagus/TelegramBots,4981,9.18,105,Java,https://github.com/rubenlagus/TelegramBots
frogermcs/InstaMaterial,4980,10.35,1,Java,https://github.com/frogermcs/InstaMaterial
Fuzion24/JustTrustMe,4977,10.65,1,Java,https://github.com/Fuzion24/JustTrustMe
xuexiangjys/XUI,4976,6.19,23,Java,https://github.com/xuexiangjys/XUI
novicezk/midjourney-proxy,4972,1.90,0,Java,https://github.com/novicezk/midjourney-proxy
LWJGL/lwjgl3,4966,12.24,21,Java,https://github.com/LWJGL/lwjgl3
youlookwhat/CloudReader,4963,8.32,25,Java,https://github.com/youlookwhat/CloudReader
spring-projects/spring-authorization-server,4955,5.00,68,Java,https://github.com/spring-projects/spring-authorization-server
jankotek/mapdb,4949,12.59,0,Java,https://github.com/jankotek/mapdb
amitshekhariitbhu/RxJava2-Android-Samples,4949,8.56,0,Java,https://github.com/amitshekhariitbhu/RxJava2-Android-Samples
Devlight/NavigationTabBar,4948,8.97,13,Java,https://github.com/Devlight/NavigationTabBar
2227324689/gpmall,4948,5.67,0,Java,https://github.com/2227324689/gpmall
liquibase/liquibase,4946,13.70,101,Java,https://github.com/liquibase/liquibase
runelite/runelite,4941,8.88,0,Java,https://github.com/runelite/runelite
Exrick/xpay,4934,7.26,0,Java,https://github.com/Exrick/xpay
tonikelope/megabasterd,4930,8.47,208,Java,https://github.com/tonikelope/megabasterd
GeyserMC/Geyser,4929,5.69,0,Java,https://github.com/GeyserMC/Geyser
osmandapp/OsmAnd,4929,14.18,1,Java,https://github.com/osmandapp/OsmAnd
traex/RippleEffect,4921,10.43,0,Java,https://github.com/traex/RippleEffect
react-native-linear-gradient/react-native-linear-gradient,4914,9.97,18,Java,https://github.com/react-native-linear-gradient/react-native-linear-gradient
Ramotion/folding-cell-android,4902,8.96,0,Java,https://github.com/Ramotion/folding-cell-android
spring-cloud/spring-cloud-netflix,4900,10.69,18,Java,https://github.com/spring-cloud/spring-cloud-netflix
apache/ignite,4895,10.08,0,Java,https://github.com/apache/ignite
CellularPrivacy/Android-IMSI-Catcher-Detector,4895,11.32,48,Java,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector
line/armeria,4878,9.34,254,Java,https://github.com/line/armeria
youlookwhat/DesignPattern,4878,8.41,0,Java,https://github.com/youlookwhat/DesignPattern
oshi/oshi,4877,13.11,161,Java,https://github.com/oshi/oshi
roncoo/roncoo-pay,4877,8.66,0,Java,https://github.com/roncoo/roncoo-pay
lugg/react-native-config,4875,9.07,26,Java,https://github.com/lugg/react-native-config
tianshiyeben/wgcloud,4862,6.17,27,Java,https://github.com/tianshiyeben/wgcloud
baomidou/dynamic-datasource,4852,6.89,18,Java,https://github.com/baomidou/dynamic-datasource
houbb/sensitive-word,4841,5.19,2,Java,https://github.com/houbb/sensitive-word
cglib/cglib,4837,10.97,15,Java,https://github.com/cglib/cglib
reactive-streams/reactive-streams-jvm,4832,11.05,0,Java,https://github.com/reactive-streams/reactive-streams-jvm
bisq-network/bisq,4831,11.02,140,Java,https://github.com/bisq-network/bisq
querydsl/querydsl,4831,13.62,35,Java,https://github.com/querydsl/querydsl
DiUS/java-faker,4829,13.79,0,Java,https://github.com/DiUS/java-faker
WuKongOpenSource/WukongCRM-11.0-JAVA,4828,3.95,0,Java,https://github.com/WuKongOpenSource/WukongCRM-11.0-JAVA
microsoft/typespec,4827,3.71,109,Java,https://github.com/microsoft/typespec
cinit/QAuxiliary,4826,3.13,45,Java,https://github.com/cinit/QAuxiliary
mcxiaoke/packer-ng-plugin,4823,9.32,1,Java,https://github.com/mcxiaoke/packer-ng-plugin
andkulikov/Transitions-Everywhere,4815,10.43,23,Java,https://github.com/andkulikov/Transitions-Everywhere
claritylab/lucida,4806,10.85,0,Java,https://github.com/claritylab/lucida
TheoKanning/openai-java,4797,4.50,22,Java,https://github.com/TheoKanning/openai-java
orientechnologies/orientdb,4784,12.27,219,Java,https://github.com/orientechnologies/orientdb
jindrapetrik/jpexs-decompiler,4781,10.86,168,Java,https://github.com/jindrapetrik/jpexs-decompiler
killbill/killbill,4777,12.41,149,Java,https://github.com/killbill/killbill
saiwu-bigkoo/Android-ConvenientBanner,4770,10.24,0,Java,https://github.com/saiwu-bigkoo/Android-ConvenientBanner
killme2008/aviatorscript,4766,13.98,52,Java,https://github.com/killme2008/aviatorscript
rstudio/rstudio,4764,14.28,0,Java,https://github.com/rstudio/rstudio
apache/calcite,4760,10.73,0,Java,https://github.com/apache/calcite
react-native-webrtc/react-native-webrtc,4755,9.48,80,Java,https://github.com/react-native-webrtc/react-native-webrtc
diffplug/spotless,4755,9.89,20,Java,https://github.com/diffplug/spotless
